5086	1024
4839	1024
871	1024
6660	1024
4152	1024
1114	1024
1007	1024
4394	1024
7569	1024
8173	1024
9265	1024
2919	1024
9167	1024
337	1024
6428	1024
4882	1024
7979	1024
7616	1024
2426	1024
7135	1024
4690	1024
6267	1024
9259	1024
9957	1024
3449	1024
1237	1024
8388	1024
8678	1024
9046	1024
6509	1024
684	1024
4131	1024
7699	1024
7906	1024
790	1024
8202	1024
9020	1024
1796	1024
8948	1024
6588	1024
6321	1024
8212	1024
9506	1024
5487	1024
4900	1024
2285	1024
6721	1024
2878	1024
6252	1024
9146	1024
6365	1024
942	1024
5412	1024
1975	1024
7250	1024
5212	1024
9563	1024
5637	1024
242	1024
8608	1024
8497	1024
925	1024
2738	1024
2548	1024
8831	1024
3527	1024
7101	1024
7850	1024
1675	1024
6048	1024
789	1024
7995	1024
611	1024
6646	1024
9833	1024
5510	1024
5283	1024
2905	1024
4740	1024
1534	1024
2050	1024
7456	1024
8827	1024
3814	1024
9430	1024
6076	1024
5377	1024
8992	1024
1712	1024
5618	1024
7600	1024
6561	1024
2895	1024
6689	1024
9108	1024
1725	1024
216	1024
6208	1024
5926	1024
8242	1024
8608	1024
3066	1024
2588	1024
9218	1024
6063	1024
2420	1024
1080	1024
1345	1024
1677	1024
5819	1024
9231	1024
3726	1024
3274	1024
8057	1024
3891	1024
9055	1024
4133	1024
9268	1024
4398	1024
2196	1024
1237	1024
8349	1024
8756	1024
4131	1024
5038	1024
4215	1024
2207	1024
1605	1024
6775	1024
4484	1024
9846	1024
5382	1024
7549	1024
2433	1024
4599	1024
3612	1024
1204	1024
5678	1024
1308	1024
2880	1024
7848	1024
538	1024
2958	1024
7473	1024
8595	1024
6848	1024
2879	1024
9079	1024
2467	1024
7277	1024
7626	1024
3704	1024
1977	1024
2734	1024
4186	1024
3366	1024
6948	1024
6393	1024
4970	1024
74	1024
876	1024
1167	1024
5455	1024
4777	1024
9951	1024
54	1024
8388	1024
7507	1024
2083	1024
6047	1024
6738	1024
6283	1024
2937	1024
9695	1024
3755	1024
1531	1024
2895	1024
6634	1024
6961	1024
1713	1024
262	1024
938	1024
1768	1024
2238	1024
3671	1024
5954	1024
5604	1024
6971	1024
2346	1024
6925	1024
7044	1024
9573	1024
8092	1024
2499	1024
4349	1024
4394	1024
8904	1024
2736	1024
1900	1024
7338	1024
5135	1024
8638	1024
3620	1024
8071	1024
8332	1024
3727	1024
5953	1024
7578	1024
360	1024
9265	1024
9291	1024
6973	1024
202	1024
1058	1024
5562	1024
3873	1024
3363	1024
7517	1024
7195	1024
5708	1024
4442	1024
4238	1024
5281	1024
8885	1024
3088	1024
9629	1024
3278	1024
8343	1024
8717	1024
1530	1024
5681	1024
203	1024
167	1024
5652	1024
8273	1024
4850	1024
9378	1024
577	1024
2428	1024
6089	1024
9841	1024
8070	1024
3061	1024
42	1024
5479	1024
8623	1024
266	1024
8842	1024
6139	1024
7460	1024
901	1024
6932	1024
8050	1024
2533	1024
5816	1024
7489	1024
8514	1024
5446	1024
5832	1024
7230	1024
6975	1024
1512	1024
3784	1024
3493	1024
3515	1024
2056	1024
8342	1024
2893	1024
2632	1024
7121	1024
8981	1024
8824	1024
1542	1024
8394	1024
8865	1024
7021	1024
7016	1024
5483	1024
2214	1024
9506	1024
9294	1024
9466	1024
6438	1024
7343	1024
1999	1024
8605	1024
4832	1024
512	1024
402	1024
7015	1024
4093	1024
7376	1024
4878	1024
7876	1024
868	1024
8392	1024
6283	1024
5562	1024
7636	1024
8914	1024
2682	1024
2969	1024
4089	1024
4224	1024
1362	1024
2953	1024
7596	1024
4729	1024
4787	1024
6161	1024
4234	1024
4081	1024
5626	1024
7023	1024
1423	1024
7624	1024
1980	1024
2606	1024
8135	1024
2381	1024
9620	1024
8579	1024
6109	1024
4497	1024
6454	1024
6976	1024
2889	1024
2736	1024
8889	1024
524	1024
8001	1024
1571	1024
3492	1024
2089	1024
2146	1024
1205	1024
1394	1024
9741	1024
5933	1024
6180	1024
5901	1024
6519	1024
260	1024
7878	1024
9893	1024
